Acad Group,Class ID,Subject,Subject Code,Course Nbr,Section,Course Title,Day,Time,Instructor,Credits
"Literature, Science & the Arts",35110,Economics,ECON, 995,049,Diss-Cand,,ARR,House,8.00
"Literature, Science & the Arts",35738,Economics,ECON, 995,051,Diss-Cand,,ARR,Rosenblat,8.00
"Literature, Science & the Arts",35108,Economics,ECON, 995,052,Diss-Cand,,ARR,Blanco,8.00
"Literature, Science & the Arts",35118,Economics,ECON, 995,066,Diss-Cand,,ARR,Slemrod,8.00
"Literature, Science & the Arts",35113,Economics,ECON, 995,079,Diss-Cand,,ARR,Lafontaine,8.00
"Literature, Science & the Arts",35127,Economics,ECON, 995,082,Diss-Cand,,ARR,Ke,8.00
"Literature, Science & the Arts",35123,Economics,ECON, 995,096,Diss-Cand,,ARR,Bailey,8.00
"Literature, Science & the Arts",35129,Economics,ECON, 995,098,Diss-Cand,,ARR,Borgers,8.00
"Literature, Science & the Arts",35124,Economics,ECON, 995,107,Diss-Cand,,ARR,Cattaneo,8.00
"Literature, Science & the Arts",35415,Economics,ECON, 995,109,Diss-Cand,,ARR,Jacob,8.00
"Literature, Science & the Arts",36287,Economics,ECON, 995,111,Diss-Cand,,ARR,Levchenko,8.00
"Literature, Science & the Arts",35111,Economics,ECON, 995,114,Diss-Cand,,ARR,Yang,8.00
"Literature, Science & the Arts",35115,Economics,ECON, 995,117,Diss-Cand,,ARR,Cravino,8.00
"Literature, Science & the Arts",36288,Economics,ECON, 995,119,Diss-Cand,,ARR,Miller,8.00
"Literature, Science & the Arts",35114,Economics,ECON, 995,124,Diss-Cand,,ARR,Bleakley,8.00
"Literature, Science & the Arts",35126,Economics,ECON, 995,126,Diss-Cand,,ARR,Sotelo,8.00
"Literature, Science & the Arts",36286,Economics,ECON, 995,127,Diss-Cand,,ARR,Ottonello,8.00
"Literature, Science & the Arts",35112,Economics,ECON, 995,128,Diss-Cand,,ARR,Bartelme,8.00
"Literature, Science & the Arts",35655,Economics,ECON, 995,129,Diss-Cand,,ARR,Mueller-Smith,8.00
"Literature, Science & the Arts",35120,Economics,ECON, 995,130,Diss-Cand,,ARR,Leahy,8.00
"Literature, Science & the Arts",35116,Economics,ECON, 995,131,Diss-Cand,,ARR,Titiunik,8.00
"Literature, Science & the Arts",18542,Museum Methods,MUSMETH, 499,001,Independent Research,,ARR,,1.00-4.00
"Literature, Science & the Arts",27514,Screen Arts and Cultures,SAC, 190,001,First-Year Seminar,M W,1130-1PM,Flinn,3.00
"Literature, Science & the Arts",27515,Screen Arts and Cultures,SAC, 190,002,First-Year Seminar,M,4-630PM,Flinn,3.00
"Literature, Science & the Arts",27516,Screen Arts and Cultures,SAC, 190,003,First-Year Seminar,M W,10-1130AM,Murphy,3.00
"Literature, Science & the Arts",27517,Screen Arts and Cultures,SAC, 190,004,First-Year Seminar,M,4-630PM,Murphy,3.00
"Literature, Science & the Arts",32184,Screen Arts and Cultures,SAC, 190,005,First-Year Seminar,T TH,4-530PM,Tsoffar,3.00
"Literature, Science & the Arts",28094,Screen Arts and Cultures,SAC, 202,001,Digital Media,M W,230-4PM,Murray,4.00
"Literature, Science & the Arts",28095,Screen Arts and Cultures,SAC, 202,002,Digital Media,W,10-11AM,Martins,4.00
"Literature, Science & the Arts",28096,Screen Arts and Cultures,SAC, 202,003,Digital Media,W,11-12PM,Martins,4.00
"Literature, Science & the Arts",28097,Screen Arts and Cultures,SAC, 202,004,Digital Media,W,12-1PM,Spada,4.00
"Literature, Science & the Arts",28098,Screen Arts and Cultures,SAC, 202,005,Digital Media,W,1-2PM,Spada,4.00
"Literature, Science & the Arts",17670,Screen Arts and Cultures,SAC, 210,001,Intro to Screenwrtg,M W,3-5PM,Fanucchi,3.00
"Literature, Science & the Arts",17671,Screen Arts and Cultures,SAC, 210,002,Intro to Screenwrtg,T TH,2-4PM,Prasad,3.00
"Literature, Science & the Arts",11343,Screen Arts and Cultures,SAC, 236,001,Art of Film,T TH,1-230PM,"Solomon, Flinn",4.00
"Literature, Science & the Arts",14561,Screen Arts and Cultures,SAC, 236,002,Art of Film,T,4-7PM,"Solomon, Flinn",4.00
"Literature, Science & the Arts",11344,Screen Arts and Cultures,SAC, 236,003,Art of Film,W,10-11AM,Popiel,4.00
"Literature, Science & the Arts",11345,Screen Arts and Cultures,SAC, 236,004,Art of Film,W,11-12PM,Ackerman,4.00
"Literature, Science & the Arts",11346,Screen Arts and Cultures,SAC, 236,005,Art of Film,W,12-1PM,Ackerman,4.00
"Literature, Science & the Arts",11347,Screen Arts and Cultures,SAC, 236,006,Art of Film,W,12-1PM,Popiel,4.00
"Literature, Science & the Arts",11348,Screen Arts and Cultures,SAC, 236,007,Art of Film,W,2-3PM,Elrod,4.00
"Literature, Science & the Arts",11349,Screen Arts and Cultures,SAC, 236,008,Art of Film,W,3-4PM,Elrod,4.00
"Literature, Science & the Arts",17645,Screen Arts and Cultures,SAC, 272,001,Classical Film Thry,M W,1130-1PM,Kligerman,3.00
"Literature, Science & the Arts",17646,Screen Arts and Cultures,SAC, 272,002,Classical Film Thry,M,630-9PM,Kligerman,3.00
"Literature, Science & the Arts",18097,Screen Arts and Cultures,SAC, 272,003,Classical Film Thry,T TH,4-530PM,Noble-Olson,3.00
"Literature, Science & the Arts",19349,Screen Arts and Cultures,SAC, 272,004,Classical Film Thry,W,630-9PM,Noble-Olson,3.00
"Literature, Science & the Arts",11341,Screen Arts and Cultures,SAC, 290,001,Intro to Media Prod,M W,10-12PM,Sarris,4.00
"Literature, Science & the Arts",23439,Screen Arts and Cultures,SAC, 290,002,Intro to Media Prod,T TH,9-11AM,Hollison,4.00
"Literature, Science & the Arts",11342,Screen Arts and Cultures,SAC, 290,003,Intro to Media Prod,T TH,2-4PM,Marek,4.00
"Literature, Science & the Arts",30238,Screen Arts and Cultures,SAC, 290,004,Intro to Media Prod,M W,10-12PM,Fanucchi,4.00
"Literature, Science & the Arts",11350,Screen Arts and Cultures,SAC, 300,001,Dramatic Narrative I,M W,10-12PM,Rayher,4.00
"Literature, Science & the Arts",27509,Screen Arts and Cultures,SAC, 301,001,Documentary I,T TH,9-11AM,Marek,4.00
"Literature, Science & the Arts",11351,Screen Arts and Cultures,SAC, 302,001,Television I,M W,2-4PM,Sarris,4.00
"Literature, Science & the Arts",22095,Screen Arts and Cultures,SAC, 304,001,Topics in Med Prod I,T TH,2-4PM,Fanucchi,4.00
"Literature, Science & the Arts",23510,Screen Arts and Cultures,SAC, 304,002,Topics in Med Prod I,T TH,1-3PM,McNamara,4.00
"Literature, Science & the Arts",30239,Screen Arts and Cultures,SAC, 304,003,Topics in Med Prod I,F,10-2PM,Hollison,4.00
"Literature, Science & the Arts",30240,Screen Arts and Cultures,SAC, 304,004,Topics in Med Prod I,M W,2-4PM,McNamara,4.00
"Literature, Science & the Arts",11359,Screen Arts and Cultures,SAC, 306,001,New Media Prac I,T,4-8PM,McNamara,4.00
"Literature, Science & the Arts",22708,Screen Arts and Cultures,SAC, 308,001,Screenwriting,W,6-9PM,Prasad,3.00
"Literature, Science & the Arts",11352,Screen Arts and Cultures,SAC, 310,001,Scrn Wrtg I: Feature,W,6-9PM,Shere,3.00
"Literature, Science & the Arts",11353,Screen Arts and Cultures,SAC, 310,002,Scrn Wrtg I: Feature,TH,6-9PM,Shere,3.00
"Literature, Science & the Arts",11354,Screen Arts and Cultures,SAC, 311,001,Writing TV I: Spec,TH,6-9PM,Thornton,3.00
"Literature, Science & the Arts",28473,Screen Arts and Cultures,SAC, 313,001,Russia/Ukraine Film,M W,230-4PM,Eagle,3.00
"Literature, Science & the Arts",28475,Screen Arts and Cultures,SAC, 313,002,Russia/Ukraine Film,T,7-9PM,Eagle,3.00
"Literature, Science & the Arts",31212,Screen Arts and Cultures,SAC, 321,001,Iranian Cinema,T TH,230-4PM,Cross,3.00
"Literature, Science & the Arts",31213,Screen Arts and Cultures,SAC, 321,002,Iranian Cinema,W,4-7PM,Cross,3.00
"Literature, Science & the Arts",25644,Screen Arts and Cultures,SAC, 324,001,Media Industries,M W,10-1130AM,Lotz,4.00
"Literature, Science & the Arts",25645,Screen Arts and Cultures,SAC, 324,002,Media Industries,T,4-5PM,Moors,4.00
"Literature, Science & the Arts",25646,Screen Arts and Cultures,SAC, 324,003,Media Industries,T,5-6PM,Moors,4.00
"Literature, Science & the Arts",25647,Screen Arts and Cultures,SAC, 324,004,Media Industries,T,6-7PM,Moors,4.00
"Literature, Science & the Arts",25690,Screen Arts and Cultures,SAC, 331,001,Film Genres&Types,T TH,1-230PM,Cohen,3.00
"Literature, Science & the Arts",25691,Screen Arts and Cultures,SAC, 331,002,Film Genres&Types,T,7-10PM,Cohen,3.00
"Literature, Science & the Arts",23444,Screen Arts and Cultures,SAC, 333,001,Fascist Cinemas,T TH,10-11AM,Nornes,3.00
"Literature, Science & the Arts",23445,Screen Arts and Cultures,SAC, 333,002,Fascist Cinemas,W,4-630PM,Nornes,3.00
"Literature, Science & the Arts",23446,Screen Arts and Cultures,SAC, 333,003,Fascist Cinemas,F,12-1PM,Morrison,3.00
"Literature, Science & the Arts",23447,Screen Arts and Cultures,SAC, 333,004,Fascist Cinemas,F,1-2PM,Morrison,3.00
"Literature, Science & the Arts",22720,Screen Arts and Cultures,SAC, 352,001,Film:French New Wave,M W,3-4PM,Herbert,3.00
"Literature, Science & the Arts",22721,Screen Arts and Cultures,SAC, 352,002,Film:French New Wave,M,630-9PM,Herbert,3.00
"Literature, Science & the Arts",22722,Screen Arts and Cultures,SAC, 352,003,Film:French New Wave,T,3-4PM,Schaitkin,3.00
"Literature, Science & the Arts",22723,Screen Arts and Cultures,SAC, 352,004,Film:French New Wave,T,3-4PM,Dhawan,3.00
"Literature, Science & the Arts",22725,Screen Arts and Cultures,SAC, 352,005,Film:French New Wave,T,12-1PM,Schaitkin,3.00
"Literature, Science & the Arts",22727,Screen Arts and Cultures,SAC, 352,006,Film:French New Wave,T,12-1PM,Dhawan,3.00
"Literature, Science & the Arts",30241,Screen Arts and Cultures,SAC, 354,001,New Media History,M W,4-530PM,Murray,3.00
"Literature, Science & the Arts",11355,Screen Arts and Cultures,SAC, 355,001,Television History,TH,4-6PM,Phruksachart,3.00
"Literature, Science & the Arts",14567,Screen Arts and Cultures,SAC, 355,002,Television History,TH,6-830PM,Phruksachart,3.00
"Literature, Science & the Arts",11356,Screen Arts and Cultures,SAC, 355,003,Television History,F,1-2PM,Mwakasege-Minaya,3.00
"Literature, Science & the Arts",11357,Screen Arts and Cultures,SAC, 355,004,Television History,F,2-3PM,Mwakasege-Minaya,3.00
"Literature, Science & the Arts",30245,Screen Arts and Cultures,SAC, 358,001,Italian Film,T TH,230-4PM,Bertellini,3.00
"Literature, Science & the Arts",30246,Screen Arts and Cultures,SAC, 358,002,Italian Film,T,7-10PM,Bertellini,3.00
"Literature, Science & the Arts",23479,Screen Arts and Cultures,SAC, 366,001,"Film,TV&Pop Cult",M W,1-230PM,Herbert,3.00
"Literature, Science & the Arts",23480,Screen Arts and Cultures,SAC, 366,002,"Film,TV&Pop Cult",T,4-7PM,Herbert,3.00
"Literature, Science & the Arts",30247,Screen Arts and Cultures,SAC, 367,001,Digital Med & Ident,M W,1-230PM,Murphy,3.00
"Literature, Science & the Arts",30248,Screen Arts and Cultures,SAC, 367,002,Digital Med & Ident,W,4-630PM,Murphy,3.00
"Literature, Science & the Arts",17672,Screen Arts and Cultures,SAC, 372,001,Contemp Film Theory,T TH,230-4PM,Kligerman,3.00
"Literature, Science & the Arts",17673,Screen Arts and Cultures,SAC, 372,002,Contemp Film Theory,T,630-9PM,Kligerman,3.00
"Literature, Science & the Arts",18098,Screen Arts and Cultures,SAC, 372,003,Contemp Film Theory,M W,1-230PM,Kligerman,3.00
"Literature, Science & the Arts",11358,Screen Arts and Cultures,SAC, 400,001,Dramatic Narr II,T TH,10-1PM,Rayher,4.00
"Literature, Science & the Arts",30249,Screen Arts and Cultures,SAC, 403,001,TV Sketch Comedy,F,10-2PM,Sarris,4.00
"Literature, Science & the Arts",23483,Screen Arts and Cultures,SAC, 404,001,Topics in Med Pro II,F,12-4PM,"Rayher, Thornton",4.00
"Literature, Science & the Arts",33393,Screen Arts and Cultures,SAC, 404,002,Topics in Med Pro II,TH,12-350PM,"Thornton, Goldenberg, Chamberlin",4.00
"Literature, Science & the Arts",11360,Screen Arts and Cultures,SAC, 410,001,Scrnwr II: Rewrite,M,6-9PM,Burnstein,3.00
"Literature, Science & the Arts",11361,Screen Arts and Cultures,SAC, 427,001,Screenwriting III,W,7-10PM,Burnstein,3.00
"Literature, Science & the Arts",32496,Screen Arts and Cultures,SAC, 440,001,African Cinema,T TH,830-10AM,Ismael,3.00
"Literature, Science & the Arts",28074,Screen Arts and Cultures,SAC, 458,001,Korean Film Culture,T TH,230-4PM,Oh,3.00
"Literature, Science & the Arts",16848,Screen Arts and Cultures,SAC, 480,001,Internship,,ARR,,2.00
"Literature, Science & the Arts",33612,Screen Arts and Cultures,SAC, 480,010,Internship,,ARR,Rayher,2.00
"Literature, Science & the Arts",34051,Screen Arts and Cultures,SAC, 480,012,Internship,,ARR,McNamara,2.00
"Literature, Science & the Arts",33911,Screen Arts and Cultures,SAC, 480,013,Internship,,ARR,Burnstein,2.00
"Literature, Science & the Arts",33510,Screen Arts and Cultures,SAC, 480,016,Internship,,ARR,Sarris,2.00
"Literature, Science & the Arts",34015,Screen Arts and Cultures,SAC, 480,026,Internship,,ARR,Prasad,2.00
"Literature, Science & the Arts",33793,Screen Arts and Cultures,SAC, 480,029,Internship,,ARR,Kligerman,2.00
"Literature, Science & the Arts",36029,Screen Arts and Cultures,SAC, 480,038,Internship,,ARR,Fanucchi,2.00
"Literature, Science & the Arts",34027,Screen Arts and Cultures,SAC, 480,039,Internship,,ARR,Thornton,2.00
"Literature, Science & the Arts",11362,Screen Arts and Cultures,SAC, 489,001,Screenwrtg Tutorial,,ARR,,3.00
"Literature, Science & the Arts",23038,Screen Arts and Cultures,SAC, 495,001,Sr Honors Seminar,TH,4-6PM,Hollison,1.00-6.00
"Literature, Science & the Arts",16701,Screen Arts and Cultures,SAC, 499,001,Independent Study,,ARR,,1.00-4.00
"Literature, Science & the Arts",34923,Screen Arts and Cultures,SAC, 499,010,Independent Study,,ARR,Rayher,1.00-4.00
"Literature, Science & the Arts",34035,Screen Arts and Cultures,SAC, 499,016,Independent Study,,ARR,Sarris,1.00-4.00
"Literature, Science & the Arts",33402,Screen Arts and Cultures,SAC, 499,039,Independent Study,,ARR,Thornton,1.00-4.00
"Literature, Science & the Arts",35009,Screen Arts and Cultures,SAC, 499,040,Independent Study,,ARR,Herbert,1.00-4.00
"Literature, Science & the Arts",34869,Screen Arts and Cultures,SAC, 499,043,Independent Study,,ARR,Flinn,1.00-4.00
"Literature, Science & the Arts",11363,Screen Arts and Cultures,SAC, 500,001,Directed Study,,ARR,,1.00-4.00
"Literature, Science & the Arts",30250,Screen Arts and Cultures,SAC, 600,001,Research&Materials,T,4-7PM,Bertellini,3.00
"Literature, Science & the Arts",30251,Screen Arts and Cultures,SAC, 600,002,Research&Materials,W,630-930PM,Bertellini,3.00
"Literature, Science & the Arts",18099,Screen Arts and Cultures,SAC, 601,001,Thr Film/Elec/Digit,F,10-1PM,Solomon,3.00
"Literature, Science & the Arts",11364,Screen Arts and Cultures,SAC, 700,001,Directed Research,,ARR,,3.00
"Literature, Science & the Arts",36462,Screen Arts and Cultures,SAC, 700,043,Directed Research,,ARR,Flinn,3.00
"Literature, Science & the Arts",20245,Screen Arts and Cultures,SAC, 990,001,Diss/Precand,,ARR,,1.00-8.00
"Literature, Science & the Arts",36448,Screen Arts and Cultures,SAC, 990,043,Diss/Precand,,ARR,Flinn,1.00-8.00
"Literature, Science & the Arts",20246,Screen Arts and Cultures,SAC, 995,001,Diss-Cand,,ARR,,8.00
"Literature, Science & the Arts",36210,Screen Arts and Cultures,SAC, 995,019,Diss-Cand,,ARR,Gunckel,8.00
"Literature, Science & the Arts",36213,Screen Arts and Cultures,SAC, 995,028,Diss-Cand,,ARR,Solomon,8.00
"Literature, Science & the Arts",34385,Screen Arts and Cultures,SAC, 995,040,Diss-Cand,,ARR,Herbert,8.00
"Literature, Science & the Arts",34005,Screen Arts and Cultures,SAC, 995,043,Diss-Cand,,ARR,Flinn,8.00
"Literature, Science & the Arts",11105,Dutch,DUTCH, 111,001,1st Spec Speak&Read,M T W TH,11-12PM,Toebosch,4.00
"Literature, Science & the Arts",23015,Dutch,DUTCH, 160,001,First Year Seminar,T TH,1-230PM,Toebosch,3.00
"Literature, Science & the Arts",11106,Dutch,DUTCH, 231,001,Second Year Dutch,M T W TH,10-11AM,Toebosch,4.00
"Literature, Science & the Arts",11107,Dutch,DUTCH, 339,001,Independent Study,,ARR,,2.00-4.00
"Literature, Science & the Arts",34000,Dutch,DUTCH, 339,002,Independent Study,,ARR,Toebosch,2.00-4.00
"Literature, Science & the Arts",11108,Dutch,DUTCH, 511,001,1st Spec Speak&Read,M T W TH,11-12PM,Toebosch,4.00
"Literature, Science & the Arts",11109,Dutch,DUTCH, 531,001,Second Year Dutch,M T W TH,10-11AM,Toebosch,4.00
"Literature, Science & the Arts",11110,Dutch,DUTCH, 901,001,Independ Grad Study,,ARR,,2.00-4.00
"Literature, Science & the Arts",21920,German,GERMAN, 100,001,Intensive Elem Ger,M T TH F,10-11AM,Hegman Shier,8.00
"Literature, Science & the Arts",21921,German,GERMAN, 100,002,Intensive Elem Ger,M T TH F,1-2PM,Goertz,8.00
"Literature, Science & the Arts",11409,German,GERMAN, 101,001,Elementary,M T W TH,9-10AM,Bruening,4.00
"Literature, Science & the Arts",19875,German,GERMAN, 101,002,Elementary,M T W TH,10-11AM,Karuc,4.00
"Literature, Science & the Arts",11410,German,GERMAN, 101,003,Elementary,M T W TH,12-1PM,Irwin,4.00
"Literature, Science & the Arts",11411,German,GERMAN, 101,004,Elementary,M T W TH,1-2PM,Irwin,4.00
"Literature, Science & the Arts",18186,German,GERMAN, 101,005,Elementary,M T W TH,4-5PM,Ewing,4.00
"Literature, Science & the Arts",11412,German,GERMAN, 101,006,Elementary,T TH,7-9PM,Bancu,4.00
"Literature, Science & the Arts",24834,German,GERMAN, 101,007,Elementary,M T W TH,11-12PM,Ewing,4.00
"Literature, Science & the Arts",24835,German,GERMAN, 101,008,Elementary,M T W TH,2-3PM,Irwin,4.00
"Literature, Science & the Arts",13736,German,GERMAN, 102,001,Elementary,M T W TH,12-1PM,Doveri,4.00
"Literature, Science & the Arts",13737,German,GERMAN, 102,002,Elementary,M T W TH,1-2PM,Ewing,4.00
"Literature, Science & the Arts",24836,German,GERMAN, 102,003,Elementary,T TH,7-9PM,Tahir,4.00
"Literature, Science & the Arts",11413,German,GERMAN, 103,001,Review of Elem Germ,M T W TH F,10-11AM,Keener,5.00
"Literature, Science & the Arts",17419,German,GERMAN, 103,002,Review of Elem Germ,M T W TH F,12-1PM,Measel,5.00
"Literature, Science & the Arts",24837,German,GERMAN, 103,003,Review of Elem Germ,M T W TH F,1-2PM,Keener,5.00
"Literature, Science & the Arts",18163,German,GERMAN, 111,001,1st Spec Read,M W,10-11AM,Dabak,4.00
"Literature, Science & the Arts",18163,German,GERMAN, 111,001,1st Spec Read,T TH,10-11AM,,4.00
"Literature, Science & the Arts",31351,German,GERMAN, 127,001,First Year Yiddish I,M T W TH,12-1PM,Yashinsky,4.00
"Literature, Science & the Arts",16411,German,GERMAN, 221,001,Accel Third Sem Ger,M T W TH F,12-1PM,Grzeskowiak,5.00
"Literature, Science & the Arts",11414,German,GERMAN, 221,002,Accel Third Sem Ger,M T W TH F,1-2PM,Measel,5.00
"Literature, Science & the Arts",31353,German,GERMAN, 227,001,2nd Year Yiddish I,M W,10-12PM,Yashinsky,4.00
"Literature, Science & the Arts",21922,German,GERMAN, 230,001,Intens 2nd Yr Ger,M T TH F,10-11AM,Goertz,8.00
"Literature, Science & the Arts",21923,German,GERMAN, 230,002,Intens 2nd Yr Ger,M T TH F,1-2PM,Hegman Shier,8.00
"Literature, Science & the Arts",19593,German,GERMAN, 231,001,Second-Year,T W TH F,9-10AM,Johnston-Weiss,4.00
"Literature, Science & the Arts",11415,German,GERMAN, 231,002,Second-Year,T W TH F,10-11AM,Grzeskowiak,4.00
"Literature, Science & the Arts",11416,German,GERMAN, 231,003,Second-Year,T W TH F,12-1PM,Dabak,4.00
